B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
201,424,300,676,2495,3285,3684,1558,734,0
3052,3016,3123,3340,3824,3747,3648,3226,2635,1
368,575,458,896,2348,2940,3343,1730,931,0
324,506,536,953,1783,2072,2525,1787,1062,0
1104,1504,2181,2779,3207,3458,4108,3741,2517,0
311,530,877,1075,1115,1160,1331,1723,1496,0
6954,6599,6894,7675,7476,6716,6668,434,453,3
165,202,340,511,624,689,860,846,740,0
6896,6676,7395,8451,8143,7682,7533,1213,1291,1
280,451,660,959,1137,1154,1311,1638,1283,0
284,328,370,493,600,625,691,556,473,2
709,991,1166,1589,2488,2646,2862,2780,2127,0
367,618,624,1095,2537,3060,3256,2119,1395,0
359,469,365,838,2423,3285,3618,1610,901,0
275,427,342,722,2002,2571,2973,1396,708,0
301,515,553,949,1945,2389,2895,1753,1057,0
655,994,1565,1989,2539,2806,3401,3663,2214,0
617,938,1356,1579,2139,2403,2729,3070,1922,0
572,838,1215,1509,2050,2278,2670,3279,2042,0
603,848,1155,1516,2027,2303,2658,3260,2032,0
598,814,1125,1393,1885,2158,2518,3260,2057,0
560,740,1017,1328,1833,2019,2427,3105,1973,0
595,804,1025,1420,1987,2125,2490,3067,1975,0
