B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
255,476,456,923,2154,2543,2569,1784,1011,0
1000,1348,1828,2162,3112,3334,3349,3336,2364,0
1013,1369,1772,2044,3245,3495,3691,3175,2295,0
635,990,1390,1577,2214,2333,2126,2181,1762,0
2173,2312,2163,2468,2990,3051,3119,1963,1685,1
249,542,530,1177,2256,2404,2357,1497,921,0
2829,2854,3152,3634,4051,3803,3804,813,793,3
212,533,563,1251,2158,2229,2335,1203,734,0
7861,7594,8383,9268,8949,8277,8323,894,1019,1
312,639,554,1259,2459,2581,2934,1674,1025,0
307,582,432,1208,2979,3395,3663,1778,970,0
268,494,388,1054,2784,3721,4174,1688,1066,0
300,495,418,1013,2633,3682,4143,1747,1082,0
349,531,376,980,2806,4051,4696,1815,1005,0
229,415,326,747,2318,3190,3625,1491,741,0
260,458,525,950,2203,2801,3152,1782,960,0
455,668,917,1087,1914,2277,2153,2085,1272,0
649,997,1261,1432,2550,3103,3275,2365,1510,0
844,1243,1675,1663,2351,2747,2754,2611,1903,0
662,979,1242,1343,2436,2943,2961,2153,1303,0
773,1118,1449,1573,2291,2641,2632,2535,1782,0
664,1014,1336,1418,2028,2297,2320,2353,1760,0
685,1022,1291,1463,2105,2295,2388,2288,1691,0
