B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
210,442,274,701,2516,3157,3635,1610,779,0
227,434,409,810,2176,2645,2837,1641,853,0
368,518,572,953,2042,2330,2364,1810,1003,0
633,983,1404,1537,2214,2449,2889,2266,1473,0
745,1091,1653,1919,2554,2768,3311,2543,1766,0
5387,5299,5499,6219,6210,5879,6200,5985,6133,1
3583,3635,3893,3718,3820,3597,4188,715,711,3
145,298,526,758,917,999,1071,898,578,0
7352,7179,7889,8185,8022,7517,8081,852,940,3
377,595,841,1139,1458,1505,1691,1470,1093,0
475,783,905,1271,1808,1899,2039,1837,1302,0
459,811,688,1286,2817,3146,3423,2100,1373,0
273,455,270,839,3221,4184,4514,1587,740,0
4926,4387,3964,4304,4844,4934,5110,4050,2953,1
219,439,256,759,3018,4103,4553,1526,690,0
206,405,269,784,2838,3801,4184,1569,725,0
387,570,789,1086,2077,2458,2559,1915,1060,0
512,742,922,1196,2150,2550,2767,2184,1241,0
586,820,1104,1188,1986,2253,2287,2059,1353,0
664,971,1238,1282,1937,2258,2218,2062,1361,0
599,887,1073,1197,2045,2370,2325,2000,1339,0
691,1001,1231,1305,2196,2494,2435,2167,1516,0
634,881,1026,1229,2245,2456,2520,1999,1352,0
