B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
390,584,774,1162,1552,1626,1957,2042,1520,0
193,186,260,335,436,501,508,513,374,2
354,494,658,836,1053,1157,1169,1285,969,0
544,780,942,1207,1595,1685,1809,1679,1271,0
551,809,1024,1185,1447,1559,1709,1655,1301,0
104,266,345,572,811,836,981,740,526,0
0,93,371,687,966,964,1063,706,557,0
0,23,102,295,382,426,394,283,210,0
6358,6112,6587,7348,7047,6532,6743,679,758,3
270,471,664,997,1274,1311,1432,1379,1007,0
537,817,1005,1349,1765,1838,2011,1966,1505,0
506,823,895,1372,2326,2523,2665,2143,1582,0
309,511,457,841,2137,2597,2783,1480,914,0
360,509,475,869,2187,2831,3153,1625,997,0
301,442,387,818,1994,2509,2822,1457,798,0
326,564,537,1019,2051,2423,2769,1786,1056,0
4576,4073,3804,4310,4768,4748,4845,4083,3429,1
1939,2021,1975,2491,3748,4196,4473,3042,2039,1
774,1148,1485,1553,2350,2668,2843,2587,1779,0
797,1159,1541,1673,2211,2420,2550,2652,1938,0
776,1089,1394,1476,2218,2466,2622,2469,1703,0
673,949,1251,1367,1846,2029,2071,2168,1561,0
634,905,1169,1399,1829,1960,2146,2280,1710,0
