B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
286,551,517,973,2086,2357,2526,1922,1099,0
353,503,716,1005,1371,1533,1666,1970,1346,0
5216,4686,4201,4554,4737,4611,4518,4247,3684,1
584,728,1003,1267,1672,1751,1992,1654,1318,0
432,583,775,1046,1471,1577,1739,1923,1504,0
210,382,587,911,1252,1246,1176,1224,947,0
3840,3861,4187,4648,4781,4388,4460,1017,924,3
144,335,564,772,922,1089,1187,923,689,0
8945,8535,9195,10186,9759,9016,8870,994,1185,1
326,455,622,962,1418,1378,1592,1508,1084,0
319,532,563,937,1585,1643,1817,1446,1022,0
255,561,397,968,2610,2858,3158,1632,932,0
296,440,301,696,2511,3232,3416,1186,566,0
320,389,270,488,1581,2086,2150,743,330,0
8717,8032,7679,8271,8230,7770,7718,2435,2821,1
261,511,437,916,2303,2861,3242,1612,805,0
931,1306,1832,2169,2864,3144,3477,3408,2190,0
2164,2289,2302,2629,3458,3829,4104,3163,1836,1
974,1311,1765,2009,2648,2814,3282,3481,2338,0
825,1167,1515,1844,2480,2700,3165,3344,2233,0
791,1068,1298,1592,2432,2721,3036,2938,1877,0
648,883,1146,1320,1740,1899,2089,2177,1679,0
656,899,1085,1327,1950,2135,2202,2146,1587,0
