B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
261,509,462,935,2211,2678,3299,1983,1234,0
5590,5778,6059,6722,7070,6778,7013,5818,5513,1
370,538,622,1068,1657,1852,2229,2173,1427,0
853,1235,1841,2239,2550,2684,3189,3430,2397,0
2586,2487,2445,2645,2767,2698,2805,2139,1954,1
407,667,1010,1349,1671,1712,1775,2240,1704,0
0,74,492,841,1158,1213,1382,1197,809,0
195,374,746,1063,1274,1371,1437,1430,874,0
4152,4032,4643,6024,6026,5853,5088,1212,1160,1
220,271,386,576,723,747,764,751,597,2
516,816,1100,1485,1938,2083,2294,2815,2188,0
380,659,676,1075,2580,2965,2981,2191,1371,0
284,491,344,772,2956,3881,4142,1748,855,0
261,439,342,702,2562,3586,3874,1450,683,0
248,394,314,670,2222,3036,3448,1314,579,0
300,465,468,846,2208,2848,3308,1623,826,0
625,861,1224,1601,2003,2194,2599,2959,1804,0
622,963,1365,1723,2234,2525,2937,3407,2219,0
707,1070,1527,1813,2287,2539,2923,3175,2284,0
255,369,491,565,719,806,924,798,485,2
610,848,1215,1366,1601,1756,1989,2590,2040,0
7375,7108,7045,7475,7626,7305,7522,7100,6144,1
749,1031,1528,1795,1993,2076,2405,3000,2400,0
