B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
336,660,622,1248,2630,2783,3085,1938,1194,0
449,815,771,1451,2758,2960,3285,2128,1304,0
274,316,281,414,699,732,753,366,224,2
669,956,1276,1483,1668,1755,1876,2079,1726,0
3360,3284,3296,3994,4416,4350,4225,3733,3387,1
202,373,582,855,1022,1088,1051,1202,888,0
38,282,604,900,1128,1155,1267,795,681,0
100,250,504,746,897,943,1005,969,677,0
6181,6106,6885,7618,7373,7019,7099,963,1082,1
274,446,642,973,1253,1269,1335,1452,1114,0
611,937,1216,1612,2117,2212,2315,2455,1919,0
421,741,738,1187,2326,2491,2627,2007,1412,0
336,564,428,909,2862,3547,3670,1800,925,0
305,461,338,676,2199,2980,3243,1173,581,0
212,419,328,702,1948,2479,2795,1187,596,0
298,520,588,974,1839,2179,2568,1574,937,0
511,687,811,1137,2006,2275,2662,2318,1377,0
578,903,1103,1653,2421,2773,3182,3266,1997,0
240,277,302,359,475,540,588,396,314,2
3826,4117,4478,4977,5620,5762,6018,4843,4304,1
771,1097,1505,1700,1990,2192,2375,2819,2113,0
844,1198,1710,1916,2167,2280,2454,2941,2305,0
801,1106,1529,1753,1976,2037,2257,2659,2122,0
