B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
494,785,977,1320,2036,2148,2184,2182,1676,0
492,745,890,1224,1794,1845,1814,2220,1705,0
4836,4439,3791,4464,4819,4832,4848,4081,3838,1
463,645,790,1181,1720,1791,1937,1430,1115,0
571,956,1310,1669,2192,2311,2364,2198,1819,0
302,470,619,950,1344,1388,1467,1176,864,0
4074,3933,4278,4930,4941,4577,4650,2938,2807,1
276,459,650,1032,1358,1392,1475,989,697,0
8785,8410,9001,9845,9285,8671,8745,926,1071,1
387,609,733,1218,1753,1798,1991,1786,1315,0
362,633,476,1134,2490,2691,2899,1802,1165,0
249,524,307,1049,2935,3477,4009,1812,1127,0
318,483,329,874,2762,3516,3926,1478,815,0
336,466,322,702,2227,3015,3655,1248,636,0
9974,9125,8722,9391,9239,8583,8483,2411,2839,1
359,647,691,1171,2323,2669,3109,1759,932,0
861,1245,1712,1930,2621,2932,3615,3120,1980,0
10942,10160,10040,10655,9962,9318,9292,6756,5069,1
981,1286,1755,1782,2188,2467,2739,2737,1990,0
934,1280,1705,1800,2250,2462,2662,2620,1936,0
713,928,1184,1409,1969,2113,2223,2333,1531,0
675,1123,981,1579,2972,3182,3568,2441,1533,0
533,890,565,1336,3089,3320,3794,1956,1072,0
