B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
188,413,326,773,1947,2337,2634,1512,847,0
257,444,447,826,1709,2024,2230,1527,892,0
872,972,990,1357,2166,2283,2567,2019,1218,0
364,509,776,1085,1362,1513,1788,1970,1374,0
2433,2480,2561,2884,3038,2962,3021,1962,1788,1
2676,2540,2543,3328,3758,3712,3720,3692,3632,1
4831,4855,5107,5698,5716,5226,5262,700,737,3
232,498,684,1102,1503,1532,1622,1199,776,0
8109,7905,8690,9348,8975,8475,8427,937,1103,1
376,707,937,1422,1981,2033,2237,1944,1441,0
500,788,809,1356,2455,2635,2778,1907,1224,0
252,529,454,1131,3006,3564,4020,1848,1107,0
205,317,237,651,2444,3405,3641,1238,624,0
136,195,149,331,1392,2203,2245,615,271,0
216,398,244,613,2388,3526,3824,1174,509,0
271,507,348,903,2684,3549,4072,1428,693,0
787,1160,1820,2054,2575,2863,3282,3515,2204,0
12000,11571,10662,10611,9331,8656,8612,3731,2578,1
588,836,1372,1597,2020,2361,2927,3550,2140,0
974,1192,1522,1852,2561,2854,3042,2495,1716,0
1007,1370,1805,1986,2341,2568,2849,3037,2242,0
880,1306,1417,1851,2702,2924,3404,2854,1965,0
486,835,561,1405,3112,3315,3850,2142,1207,0
