B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
554,872,999,1300,1810,1951,2322,1751,1357,0
618,899,1086,1315,1850,1997,2283,1682,1239,0
593,855,1059,1185,1546,1665,1782,1489,1036,0
426,766,878,1005,1345,1449,1600,1180,948,0
5589,5538,5396,6054,5972,5732,5656,2501,2679,1
27,96,183,327,570,613,615,408,264,2
868,1088,1367,1643,2091,2077,2204,576,520,0
171,395,508,885,1615,1727,1935,707,411,0
6502,6420,7183,6677,6462,6031,7610,623,703,3
333,663,738,1035,1745,1830,2265,1187,765,0
95,139,139,224,397,440,452,235,150,2
316,574,509,843,1982,2513,3027,1311,835,0
296,458,362,680,2359,3362,4185,1290,654,0
364,565,467,645,1869,2694,3127,1137,592,0
352,506,499,711,1670,2132,2547,1149,633,0
333,593,777,838,1412,1736,2222,1402,899,0
606,873,1189,1299,1776,1980,2307,2211,1503,0
12000,12000,12000,12000,12000,12000,12000,9276,7388,1
662,971,1203,1362,1906,2203,2537,2266,1529,0
595,891,1130,1405,1869,2119,2328,2147,1353,0
577,758,904,1047,1625,1797,2083,1722,1161,0
716,1067,1369,1295,1682,1823,2088,1946,1547,0
521,812,1016,1120,1434,1534,1705,1388,983,0
