B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
302,492,727,1068,1363,1447,1778,2098,1711,0
4908,4389,4290,4767,4873,4655,4682,4655,4214,1
643,861,1150,1439,1562,1667,1876,2556,2128,0
605,916,1257,1458,1577,1643,1838,2281,2076,0
1168,1460,1779,2186,2595,2718,3055,2856,2813,0
221,435,656,960,1178,1245,1281,1441,1084,0
0,99,559,933,1219,1246,1354,1184,930,0
242,402,664,1001,1230,1235,1323,1192,840,0
6909,6834,7429,8438,8139,7646,7548,993,1055,1
309,520,680,1082,1482,1512,1629,1593,1139,0
554,861,1092,1568,2008,2077,2119,2407,2012,0
413,734,783,1369,2325,2503,2673,2250,1749,0
298,524,485,970,2148,2480,2658,1671,1060,0
437,707,638,1157,2240,2584,2935,1939,1261,0
326,564,581,976,1615,1790,2089,1511,921,0
455,720,897,1404,1954,2137,2439,2163,1474,0
870,1155,1554,1799,2250,2406,2581,2886,2287,0
1169,1587,2122,2329,2594,2765,3068,3464,2860,0
936,1310,1758,1922,2454,2699,2967,3056,2387,0
1186,1605,2090,2363,2759,2981,3237,3523,2754,0
910,1245,1668,1806,2120,2284,2521,2909,2306,0
985,1371,1870,2033,2320,2465,2655,3172,2624,0
936,1296,1680,1951,2320,2433,2661,3005,2481,0
