B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
290,517,446,867,2172,2645,3119,1692,947,0
4029,3683,3249,4019,4965,5038,5318,3374,2653,1
371,579,529,949,1859,2179,2580,1837,1104,0
323,507,715,1094,1565,1776,2206,2045,1346,0
9334,8507,8277,8763,8246,7824,7749,5680,4356,1
247,432,635,994,1310,1322,1478,2101,1771,0
2310,2277,2582,3164,3382,3136,3212,924,749,1
241,339,517,879,1147,1217,1428,1545,1119,0
9170,8754,9543,10703,10286,9540,9820,1227,1346,1
1058,1154,1154,1748,2649,2673,2799,1391,899,1
413,627,493,1133,2685,3011,3407,2322,1505,0
161,354,193,656,2987,4003,4424,1355,659,0
158,285,148,595,3070,4414,4902,1360,657,0
328,490,317,747,2701,3813,4245,1360,635,0
346,565,415,887,2486,3240,3726,1438,748,0
365,590,573,1072,1963,2326,2819,1530,891,0
710,971,1430,1710,1918,2044,2410,3175,2530,0
958,1244,1761,1979,2220,2414,2769,3621,2803,0
812,1090,1452,1729,2180,2440,2724,3243,2410,0
-999,-999,-999,-999,-999,-999,-999,-999,-999,1
692,963,1097,1552,2353,2577,2937,3056,2126,0
766,945,1304,1562,1785,1901,2151,3024,2462,0
644,909,1133,1520,2060,2144,2396,2841,2199,0
