B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
292,490,478,1034,2122,2473,2904,2137,1291,0
538,707,961,1325,2103,2300,2451,2330,1579,0
440,617,820,1105,1717,1894,1902,1883,1313,0
556,817,967,1382,2185,2367,2534,2080,1400,0
593,926,1111,1557,2362,2515,2531,2427,1683,0
293,563,827,1332,1921,2079,2795,2481,1661,0
0,74,514,1008,1522,1626,2161,1643,1121,0
225,430,678,1149,1634,1781,2302,1824,1170,0
5235,5022,5445,5813,5768,5487,6078,1143,1065,1
355,517,770,1143,1492,1556,1918,2236,1605,0
467,769,916,1403,2003,2131,2404,2440,1762,0
371,700,646,1215,2793,3126,3305,2190,1321,0
332,502,441,867,2597,3251,3334,1663,884,0
380,546,503,866,2354,3085,3238,1716,903,0
322,505,471,830,2069,2595,2762,1591,828,0
412,665,689,1042,2303,2794,2913,1974,1109,0
212,250,262,342,659,814,800,466,252,2
752,1125,1515,1641,2372,2649,2813,2610,1799,0
791,1103,1334,1604,2736,3144,3402,2845,1938,0
963,1435,1744,1885,2794,3149,3295,3159,2271,0
790,1122,1349,1618,2657,3114,3355,2857,1924,0
570,819,998,1249,2237,2567,2700,2275,1489,0
272,326,283,406,771,839,829,327,185,2
