B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
517,737,782,1144,2133,2406,2705,1929,1281,0
2905,2591,2674,3309,4058,4122,4315,2919,2424,1
678,940,1057,1312,1846,2016,2274,2122,1563,0
577,796,965,1252,1620,1747,1992,2198,1735,0
10606,9552,9274,9758,9117,8595,8441,6648,5427,1
551,650,830,1091,1307,1322,1576,1729,1497,0
1814,1808,2002,3561,3738,3410,2523,735,730,1
282,339,480,789,985,1009,1109,1231,940,0
4403,4339,4550,5957,5635,5188,4268,613,680,3
1848,2035,2224,2230,2352,2254,2514,1112,942,0
9525,8932,9302,10075,9618,9115,9097,7180,6531,1
716,948,1087,1413,2183,2369,2417,2334,1921,0
586,808,845,1183,2386,2772,2757,2111,1527,0
434,617,519,859,2188,2846,2924,1470,844,0
397,603,624,816,1978,2474,2593,1400,823,0
578,738,825,1096,2088,2534,2550,1741,1053,0
827,1071,1408,2075,2321,2473,2536,3536,2523,0
997,1242,1613,2196,2455,2674,3063,3942,2961,0
675,892,1087,1396,1641,1793,1956,2319,1869,0
-999,-999,-999,-999,-999,-999,-999,-999,-999,1
856,1046,1264,1592,1781,1902,2111,2774,2307,0
821,998,1231,1574,1832,1931,2010,2685,2263,0
761,939,1140,1468,1731,1822,1903,2480,2159,0
