B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
306,673,286,1130,4055,4543,4975,1850,855,0
413,828,291,1312,4997,5690,6636,1991,854,0
330,746,326,1194,4264,4916,5173,1829,862,0
512,851,1102,1419,2184,2378,2505,2372,1769,0
467,829,1094,1423,2443,2554,2775,2465,1754,0
166,418,640,991,1282,1296,1370,1536,1049,0
6210,5913,6206,6780,6837,6105,6213,538,505,3
751,975,1209,1830,2505,2605,2816,2523,2051,0
7999,7640,8216,9205,8883,8282,8164,1373,1478,1
290,610,709,1253,1823,1924,2100,1748,1119,0
431,711,781,1277,2121,2310,2418,1943,1317,0
306,625,541,1234,3071,3597,3885,2221,1433,0
183,419,273,935,2934,3747,3886,1812,1005,0
254,467,309,738,2670,3623,4006,1437,737,0
231,423,335,762,2264,2861,3171,1352,659,0
337,620,726,1250,2193,2537,2852,1947,1177,0
904,1251,1597,1850,2588,2862,3133,3274,2295,0
790,1254,1762,1881,2532,2797,3130,3151,2204,0
820,1293,1808,1892,2560,2824,3007,3330,2429,0
12000,12000,12000,12000,12000,12000,12000,7779,5943,1
818,1290,1663,1945,2579,2695,3171,3579,2664,0
868,1362,1921,2040,2485,2633,2952,3374,2687,0
801,1245,1719,1919,2523,2764,2921,3183,2481,0
