B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
188,410,494,831,1380,1550,1783,1498,915,0
310,483,725,963,1265,1357,1557,1766,1211,0
401,550,838,1141,1300,1443,1460,2242,1599,0
345,452,694,982,1126,1172,1247,2076,1647,0
6553,6048,5561,6181,6123,5804,5787,2979,3181,1
243,490,618,949,1162,1202,1220,1137,814,0
288,551,902,1229,1444,1426,1496,810,700,0
207,421,619,997,1226,1242,1310,921,626,0
8354,8084,8891,10005,9472,8870,8824,905,1094,1
394,671,810,1236,1636,1598,1669,1438,1029,0
491,818,835,1353,2164,2345,2442,1774,1163,0
459,880,786,1412,2871,3217,3337,2051,1395,0
263,431,329,687,2263,3057,3195,1175,593,0
280,349,231,499,1654,2469,2615,829,480,0
208,421,232,681,2598,3689,4210,1201,511,0
248,512,358,881,2591,3425,3803,1267,562,0
887,1331,2111,2493,2911,3274,3799,3874,2480,0
1121,1591,2326,2612,3179,3520,3983,4167,2643,0
622,910,1205,1323,1669,1953,1916,2001,1444,0
575,805,1075,1248,1543,1715,1529,1719,1120,0
800,1147,1439,1529,2011,2245,2201,2438,1882,0
800,1167,1507,1704,2081,2211,2325,2611,2098,0
666,1021,1167,1530,1994,2139,2095,2285,1771,0
