B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
402,831,502,1299,2815,3030,3698,1846,1129,0
480,787,780,1345,2646,2840,2754,1908,1195,0
5150,4224,3590,4021,4322,4346,4253,4846,4584,1
482,709,872,1228,1991,2102,2196,1350,1039,0
514,994,1102,1699,2917,3151,3206,2196,1642,0
1613,1886,2063,2622,3109,3050,3147,3360,3117,0
4092,3899,4118,4725,4659,4184,4134,1365,1236,1
194,414,588,879,1222,1228,1315,899,651,0
8925,8612,9251,10436,9957,9167,9024,903,1073,1
332,464,622,876,1211,1285,1292,1200,935,0
345,645,514,1123,2183,2379,2784,1574,1057,0
943,1190,1571,1869,2719,2942,3113,2448,1976,0
348,537,479,948,2292,2845,3365,1338,859,0
427,597,531,1138,2414,2939,3433,1817,1049,0
10954,9904,9479,10141,9781,9015,8890,2443,2886,1
411,732,749,1324,2653,2913,2898,2026,1154,0
739,1162,1297,1809,2524,2694,2815,2448,1707,0
2944,3299,3634,3868,4183,4164,4206,3146,2572,1
1027,1431,1715,2056,2634,2845,3101,2910,2063,0
895,1306,1578,1976,2587,2769,2822,2751,2018,0
591,868,947,1364,2126,2280,2430,2092,1342,0
472,895,639,1467,3156,3371,3580,2107,1163,0
563,860,867,1530,2767,2892,3009,2004,1209,0
