B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
335,582,894,1302,1729,1900,2140,2210,1669,0
3933,3770,3811,4347,4827,4728,4907,4582,4077,1
476,656,954,1272,1595,1703,1906,2086,1496,0
648,1003,1391,1556,1826,1846,1919,2257,1841,0
932,1265,1439,1714,2101,2186,2104,2334,1835,0
296,556,799,1081,1372,1377,1479,1352,990,0
0,99,532,810,1122,1145,1329,1059,790,0
210,518,794,1095,1377,1411,1531,1209,809,0
7705,7625,8448,9373,9163,8633,8750,1002,1093,1
395,677,827,1270,1923,1944,2209,1876,1340,0
609,889,919,1508,2445,2606,2752,2317,1657,0
336,674,547,1166,3006,3449,3928,1870,1206,0
222,412,308,766,2480,3308,3669,1513,832,0
322,506,428,819,2266,2989,3328,1579,882,0
273,506,447,817,1968,2413,2698,1429,766,0
399,707,893,1275,1898,2148,2297,2013,1260,0
876,1291,1898,2206,2821,3119,3448,4239,2732,0
865,1308,1761,1906,2368,2646,2651,2906,2235,0
799,1258,1696,1874,2369,2571,2747,2966,2183,0
106,183,223,257,390,460,455,317,185,2
831,1197,1581,1829,2344,2524,2738,2971,2177,0
694,1104,1218,1708,2674,2848,3170,2700,1839,0
630,998,914,1596,2925,3096,3475,2435,1562,0
