B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
451,766,797,1323,2417,2704,3267,2689,1806,0
1924,1873,1754,2076,2469,2508,2751,2414,2291,1
614,823,1062,1371,1713,1852,2150,2803,2231,0
587,822,1098,1403,1708,1825,2058,2865,2376,0
672,930,1258,1517,1763,1879,2132,3060,2582,0
143,319,451,727,1179,1239,1225,1122,763,0
0,306,641,1297,2255,2331,2444,1741,1194,0
167,393,547,1046,1720,1802,1782,958,510,0
336,519,713,1269,1906,2003,1977,2325,1737,0
874,970,1112,1724,2384,2486,2649,2566,1828,0
349,597,682,1213,2190,2433,2459,2284,1542,0
276,519,468,886,2485,3179,3250,1854,1136,0
266,433,385,775,2580,3544,3618,1674,912,0
262,477,387,907,2464,3228,3652,1594,814,0
268,488,440,960,2039,2597,3108,1702,928,0
336,594,663,1264,2186,2594,3184,2352,1332,0
672,984,1295,1907,2495,2713,3155,3777,2559,0
181,246,265,388,585,665,741,652,462,2
447,756,934,1401,2159,2465,2899,3060,1960,0
617,883,972,1571,2332,2652,3191,3566,2312,0
647,847,997,1441,2035,2306,2737,3234,2255,0
764,1016,1382,1657,1843,1988,2269,3461,2874,0
799,1015,1435,1730,1937,2034,2292,3489,2947,0
