B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
269,471,550,1010,1699,1889,2211,1921,1395,0
3388,3272,3345,3853,4150,4050,4214,4401,3925,1
345,507,532,948,1613,1742,1997,1763,1232,0
627,811,1164,1448,1760,1888,2210,2871,2303,0
1387,1234,1192,1634,2253,2488,2573,2739,2295,0
160,329,601,844,895,935,1070,1366,982,0
0,76,551,847,1084,1116,1337,1278,983,0
156,298,580,862,943,974,1138,1240,916,0
6244,6145,6847,7795,7631,7196,7219,859,923,1
292,441,596,951,1282,1339,1473,1605,1123,0
505,759,863,1368,1996,2115,2252,2325,1749,0
321,653,514,1138,3080,3471,3729,2072,1310,0
231,472,301,807,2854,3603,3888,1448,726,0
299,455,396,733,2107,2787,3222,1429,752,0
299,475,468,841,1690,1995,2280,1467,836,0
296,511,502,907,1844,2141,2611,1594,895,0
606,946,1120,1673,2464,2691,3170,3344,2126,0
567,884,986,1547,2376,2647,2977,2994,1930,0
1142,1416,1575,2018,3182,3609,4010,2972,1961,0
697,1114,1130,1681,3041,3433,3832,3040,1815,0
525,826,772,1255,2497,2819,3304,2683,1449,0
542,822,727,1323,2726,3076,3495,2592,1408,0
1520,1778,2013,2483,3305,3464,3804,3416,2511,0
