B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
419,915,518,1616,4227,4491,4999,2226,1277,0
6902,6532,6643,7396,8038,7755,7945,6283,5466,1
341,650,449,1126,2458,2660,2879,1292,748,0
510,966,739,1693,3821,4037,4527,2112,1187,0
981,1253,1613,1842,2153,2234,2378,2504,2127,0
609,1004,1174,1783,2173,2220,2349,2475,1979,0
7312,7084,7523,8299,8212,7367,7391,526,586,3
125,218,403,751,1022,1081,1136,997,1004,0
8572,8269,8859,10130,9730,9125,8985,1287,1381,1
790,1101,1239,2034,2573,2552,2584,1628,1085,0
6964,6743,7225,8018,8006,7711,7965,7802,7269,1
574,995,880,1547,3589,4044,4293,2415,1464,0
266,473,356,867,3089,4066,4309,1733,905,0
320,469,346,772,2454,3168,3423,1504,717,0
283,442,400,845,1875,2295,2671,1757,1017,0
398,587,721,1120,1946,2233,2529,2053,1265,0
1145,1508,2112,2248,2619,2745,3054,3503,2830,0
1387,1824,2404,2336,2749,2953,3332,3560,2839,0
1386,1806,2449,2476,2886,3054,3409,4056,3246,0
1365,1786,2331,2374,2764,2994,3329,3682,2915,0
1257,1612,2096,2230,2640,2798,3199,3998,3175,0
1145,1475,1972,2113,2373,2502,2828,3535,2988,0
1120,1437,1905,2250,2644,2751,3044,3475,2786,0
