B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
348,593,839,1219,1758,1892,2295,2337,1660,0
774,1030,1335,1535,1893,1980,2079,2623,1784,0
591,944,1212,1456,1834,1946,2068,2639,2020,0
491,737,1050,1263,1691,1776,2007,2231,1723,0
644,973,1338,1611,1964,2068,2307,2775,2126,0
480,774,968,1571,2279,2338,2605,2577,2019,0
0,194,518,1035,1607,1650,1875,1364,912,0
192,414,594,1077,1567,1569,2048,1307,772,0
112,465,750,1395,1855,1945,2305,2128,1584,0
381,636,810,1429,2077,2145,2412,2535,1783,0
405,759,822,1450,2376,2583,3026,2688,1896,0
258,445,386,869,2519,3130,3423,1842,1018,0
187,314,224,627,2498,3503,3902,1376,647,0
237,336,247,590,2225,3169,3505,1142,522,0
236,417,305,744,2420,3259,3603,1312,579,0
290,552,580,1011,2419,2966,3400,1697,870,0
570,906,1295,1708,2277,2515,2990,3470,2244,0
5333,5205,5315,5716,5909,5871,6157,5274,4567,1
410,613,852,998,1450,1633,1759,1900,1278,0
254,351,434,473,659,735,806,693,426,2
680,988,1336,1511,2022,2221,2487,2968,2135,0
771,1141,1477,1745,2351,2553,2874,3309,2422,0
587,902,1134,1587,2152,2283,2636,2964,2174,0
