B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
399,715,627,1221,2713,2991,3543,1968,1394,0
9777,8094,7250,7710,7633,6925,6854,5354,4430,1
425,673,484,1171,3180,3576,3988,1696,962,0
299,570,378,1065,3825,4265,4390,1614,837,0
7933,7370,7123,7647,7539,7248,7182,6025,5177,1
324,485,715,1054,1908,2026,1812,1830,1382,0
5372,5175,5467,5777,6405,5832,6071,645,627,3
243,326,506,937,1538,1619,1483,1387,942,0
9609,9033,9768,10986,10404,9627,9459,1177,1352,1
1458,1544,1660,2070,2351,2286,2476,1094,766,0
475,718,649,1231,2489,2742,3051,2426,1787,0
222,406,281,889,2688,3418,3790,1800,1238,0
194,342,229,754,2871,4156,4608,1817,1090,0
312,486,356,778,2631,3549,3882,1451,725,0
312,485,416,839,2558,3209,3359,1463,734,0
422,646,678,1100,2526,2939,2941,1619,896,0
689,1079,1684,1924,2790,3108,3515,3567,2296,0
1083,1201,1487,1659,2293,2671,2950,2527,1996,0
765,1072,1420,1551,2338,2584,2617,2738,2030,0
-999,-999,-999,-999,-999,-999,-999,-999,-999,1
723,954,1162,1426,2403,2620,2740,2662,1812,0
703,909,1270,1423,1911,2057,2254,2734,2143,0
752,993,1349,1522,1935,2037,2312,2735,2166,0
