B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
264,650,326,1081,3223,3550,4199,1685,833,0
1001,1402,1606,2242,3863,4123,4460,3349,2356,0
943,1312,1443,2063,3852,4213,4720,3290,2265,0
659,973,1380,1735,1996,2125,2316,3033,2352,0
360,514,692,863,965,987,1044,876,768,0
727,1038,1423,2069,2489,2557,2875,2783,2741,0
4092,4131,4459,5078,5095,4717,4942,724,754,3
189,374,556,914,1128,1114,1304,1116,691,0
7605,7684,8737,9955,9612,9083,8906,990,1135,1
428,750,875,1455,1983,2039,2382,2133,1620,0
699,1049,1349,1744,2450,2561,2744,2499,1917,0
315,709,544,1497,3230,3675,4194,2047,1409,0
673,1011,1146,1682,3040,3637,4017,2471,1748,0
523,814,696,1113,2714,3470,3732,2003,1181,0
243,487,297,730,2548,3378,3635,1464,672,0
266,511,372,812,2624,3687,3967,1602,776,0
556,819,1142,1351,2019,2379,2829,2483,1526,0
796,1061,1435,1812,2499,2968,3319,3102,1926,0
640,930,1203,1494,2229,2543,3042,2880,1780,0
441,670,740,1172,1920,2232,2583,2371,1472,0
470,715,809,1145,1929,2203,2587,2324,1423,0
651,946,1218,1381,1837,2045,2310,2365,1762,0
542,883,883,1263,2079,2226,2622,2143,1453,0
