B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
257,466,703,1012,1468,1625,1855,1992,1457,0
352,497,700,991,1313,1434,1756,1997,1470,0
460,651,829,1174,1662,1853,2080,2183,1571,0
535,762,1025,1257,1654,1694,1833,1691,1349,0
3836,3569,3401,3850,3910,3719,3650,2024,1900,1
215,452,534,873,1319,1348,1382,1204,822,0
0,166,505,924,1339,1370,1543,1086,829,0
172,414,509,899,1367,1379,1422,1064,660,0
8427,8190,8817,10050,9715,8953,8880,951,1062,1
283,589,570,1103,1926,1964,2133,1579,1030,0
296,574,463,1001,2430,2748,2974,1690,968,0
188,394,272,726,2742,3650,3867,1456,815,0
278,569,524,790,2657,3931,4231,1425,689,0
319,433,312,655,2655,4139,4625,1318,604,0
238,445,277,722,2760,3898,4399,1312,573,0
309,659,458,1170,3103,3885,4258,1571,771,0
829,1266,1783,2192,2554,2735,3208,3679,2548,0
953,1380,1911,2236,2582,2785,3202,3499,2570,0
689,1030,1396,1547,1805,1962,2046,2484,1923,0
714,1056,1403,1622,1894,2019,2159,2514,1932,0
733,1079,1394,1559,1840,1976,2188,2522,1943,0
731,1066,1408,1568,1836,1913,2088,2485,1960,0
712,1017,1286,1504,1882,1969,2110,2378,1851,0
