B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
493,827,1162,1379,1751,1902,1999,2370,1802,0
2564,2473,2378,2907,3622,3730,3910,3145,2583,1
646,947,1258,1491,1815,1929,2027,2315,1797,0
477,806,1106,1301,1645,1676,1762,1994,1591,0
967,1195,1325,1692,2127,2174,2214,2214,1685,0
347,552,860,1406,1935,2092,2217,2346,1651,0
0,299,737,1398,1785,1799,1788,1081,812,0
167,376,645,1084,1472,1591,1753,1457,903,0
3778,3886,4324,5145,5342,5113,5099,1254,1123,3
389,637,913,1378,1914,1958,2121,2415,1701,0
678,1075,1379,1815,2513,2672,2948,2848,2134,0
480,806,977,1408,2700,3033,3273,2534,1678,0
278,455,427,797,2435,3306,3542,1650,874,0
256,445,368,721,2557,3575,3906,1598,769,0
258,397,300,653,2352,3348,3699,1370,596,0
363,661,890,1254,2247,2597,2419,1704,1006,0
713,1054,1595,1932,2479,2728,3187,3728,2420,0
85,146,192,276,393,470,535,519,339,2
505,794,1138,1355,1889,2149,2257,2312,1657,0
12000,11517,11183,11432,10658,9907,9260,5920,4218,1
743,1106,1517,1652,2024,2233,2378,2845,2147,0
976,1340,1744,1928,2515,2835,3299,3084,2144,0
751,1127,1485,1730,2182,2323,2525,2930,2272,0
