B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
726,1110,1521,1831,2123,2165,2419,2747,2249,0
696,936,1232,1593,1798,1865,2096,2380,1778,0
657,967,1157,1621,1857,1922,2118,2617,2139,0
395,615,856,1043,1252,1300,1410,1716,1415,0
666,959,1180,1540,1953,2062,2265,2380,1910,0
0,106,90,282,655,712,751,446,379,0
244,676,798,1622,3163,3236,3530,1151,801,0
142,435,241,1092,3050,3317,3695,1165,581,0
2099,2235,2262,3685,5060,5147,5126,1038,708,1
197,417,362,989,2314,2539,2860,1375,679,0
166,397,293,823,2585,3130,3354,1444,713,0
152,330,240,667,2624,3574,3795,1409,775,0
175,313,239,553,2526,3886,4159,1291,600,0
373,476,321,625,2342,3484,3821,1363,637,0
305,491,359,747,2337,3164,3492,1307,583,0
439,746,715,1227,2450,2888,3359,1630,845,0
267,322,425,505,654,707,828,796,568,0
94,139,203,232,291,353,385,384,313,2
661,934,1338,1501,1795,2031,2279,2722,2057,0
831,1159,1595,1801,2019,2219,2479,3103,2292,0
765,1003,1358,1529,1755,1925,2103,2662,2033,0
753,1074,1483,1664,1820,1895,2136,2798,2253,0
366,391,404,456,513,518,485,221,137,2
