B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
413,650,926,1325,1550,1601,1723,2315,1997,0
411,655,864,998,1205,1262,1556,1642,1260,0
596,847,1043,1369,1651,1727,1887,2214,1667,0
726,1143,1404,1685,2028,2027,2112,2299,1853,0
6856,6356,5823,6485,6355,5980,5923,2456,2651,1
219,596,686,1235,2001,2007,1940,1443,870,0
0,185,587,1103,1740,1752,1878,1337,985,0
264,694,781,1448,2314,2270,2398,1432,882,0
8567,8394,9202,10207,9976,9172,9434,976,1099,1
278,665,835,1415,2185,2218,2457,1882,1229,0
478,825,943,1406,2046,2099,2271,1702,1151,0
477,907,984,1766,3018,3276,3414,2611,1850,0
308,511,518,917,2257,2839,2885,1695,1009,0
426,573,484,800,2536,3596,3890,1699,895,0
306,456,334,691,2384,3279,3506,1321,587,0
420,713,656,1099,2433,2971,3177,1596,797,0
734,1060,1533,1730,2406,2758,2998,3559,2205,0
664,1030,1385,1614,2118,2406,2384,2448,1706,0
904,1408,1893,2056,2620,2913,3026,3348,2407,0
303,381,387,442,643,734,689,400,260,2
842,1270,1623,1857,2498,2728,2883,3150,2192,0
739,1170,1424,1758,2516,2700,2812,2962,2038,0
632,1021,1085,1582,2453,2581,2967,2666,1810,0
