B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
262,542,696,1045,2079,2435,2366,2004,1207,0
351,543,732,1056,1754,2138,2206,2003,1335,0
252,272,346,533,970,1042,839,937,550,2
556,948,1334,1429,1908,2060,2070,2262,1742,0
228,365,524,612,770,815,790,640,543,0
300,404,366,679,980,1036,993,1003,893,0
165,607,850,1568,2320,2337,2451,1317,970,0
152,294,373,765,1150,1222,1233,798,479,0
2304,2540,2843,3749,3982,3977,4208,1679,1391,0
376,736,854,1465,2397,2464,2544,2294,1560,0
311,578,498,1235,2631,2913,3171,1975,1190,0
226,488,386,985,2727,3365,3579,1740,1003,0
223,353,263,799,2894,4098,4306,1549,797,0
341,457,349,866,2610,3856,4340,1620,853,0
308,473,316,844,2518,3360,3732,1482,758,0
337,583,557,1153,2809,3320,3474,1658,853,0
804,1254,1949,2089,2778,3237,3805,3462,2071,0
1195,1485,2132,2222,3231,3533,4223,3598,2100,0
659,965,1301,1551,2542,3060,3267,2835,1577,0
570,854,956,1452,2681,3042,3102,2636,1406,0
467,760,695,1271,2607,3177,3154,2366,1209,0
399,755,613,1330,2682,3156,3358,2391,1223,0
422,720,596,1282,2642,3040,3336,2232,1199,0
