B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
258,522,356,859,2391,2647,2985,1626,827,0
314,559,450,929,2216,2369,2713,1579,873,0
5749,5120,4861,5195,5387,5183,5306,4595,4151,1
489,638,729,1123,2022,2140,2450,1481,1024,0
349,661,717,1232,2213,2430,2779,1912,1284,0
283,480,661,858,1119,1170,1438,1237,912,0
2867,2900,3309,3749,3794,3520,3759,856,782,3
174,345,571,799,983,985,1113,917,666,0
9111,8586,9287,9653,9194,8494,9028,926,1082,1
286,427,604,937,1249,1271,1419,1565,1146,0
312,517,572,936,1458,1538,1572,1549,1124,0
245,510,341,917,2653,3041,3425,1720,947,0
325,465,327,774,2785,3473,3850,1383,699,0
4789,4658,4452,4425,5030,5031,5291,4578,3292,1
8888,8138,7795,8480,8385,7866,7822,2425,2785,1
330,574,671,1016,2030,2358,2668,1781,1015,0
910,1318,1834,1933,2599,2867,3376,3252,2103,0
948,1103,1295,1377,1803,1978,2162,2107,1310,0
901,1183,1541,1666,2489,2759,3165,3055,1977,0
792,1099,1362,1516,2547,2840,3004,2920,1807,0
611,896,907,1251,2762,3075,3521,2426,1301,0
661,872,1144,1250,1828,2010,2015,2164,1602,0
685,897,1072,1266,2012,2158,2407,2149,1536,0
