B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
174,381,230,740,2513,2969,2902,1501,726,0
203,413,327,760,2170,2576,2383,1522,780,0
6282,5251,4579,5247,5813,5887,6226,4808,4039,1
458,700,923,1254,1910,2036,2100,1616,1140,0
1468,1698,1697,2038,2817,2975,2889,2165,1702,1
79,242,283,597,1399,1568,1304,818,498,0
5284,4885,4984,5109,5194,4622,4809,627,620,3
82,190,310,602,1076,1149,943,433,272,0
6509,6021,6289,7014,6754,6242,6171,585,697,3
252,529,623,1154,1906,1991,2062,1683,1074,0
331,602,605,1103,2300,2527,2477,1710,1016,0
284,524,437,1009,2940,3574,3768,1791,1031,0
307,475,377,921,2510,3208,3516,1653,885,0
366,521,318,851,3039,4145,4593,1726,781,0
321,522,394,1017,2775,3607,4128,1898,942,0
192,430,296,906,2586,3304,3684,1727,820,0
401,628,732,1125,2085,2457,2694,2245,1280,0
493,771,800,1335,2553,2999,3369,2403,1331,0
3228,2727,2403,2565,3043,3209,3345,2513,2000,1
593,921,1061,1357,2558,2860,2994,2119,1209,0
655,983,1174,1303,2411,2819,2832,2220,1324,0
546,938,906,1368,2438,2727,3027,2408,1443,0
421,756,519,1165,2813,3133,3449,1932,1003,0
