B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
183,392,300,642,2081,2610,2923,1443,716,0
247,450,393,747,1752,2009,2320,1452,809,0
769,811,717,1062,1788,2062,2196,1592,942,0
452,612,878,1259,1604,1712,1938,2021,1447,0
1997,2201,2412,2743,3145,3236,3726,2753,2074,1
164,382,543,760,877,886,979,957,705,0
6882,6692,7089,7997,7908,7175,7325,940,950,1
13,26,59,130,155,166,182,93,61,0
8048,7777,8397,9156,8829,8174,8262,643,792,3
305,593,770,1065,1333,1336,1453,1467,1041,0
405,655,723,1117,1688,1771,1834,1556,1043,0
337,645,506,1024,2887,3321,3469,1846,1072,0
249,398,270,661,2765,3748,4043,1255,568,0
4281,3712,3261,3665,4394,4578,4665,4252,3258,1
278,468,355,759,2154,2860,3358,1339,645,0
232,406,444,859,1659,2010,2578,1440,822,0
596,852,1290,1460,1910,2108,2429,2540,1579,0
2221,2318,2252,2824,4118,4612,4887,3333,2478,1
12000,12000,12000,12000,12000,12000,12000,7299,5301,1
743,1089,1484,1811,2395,2619,3051,2856,1800,0
721,982,1294,1572,2342,2627,2982,2881,1814,0
592,929,1043,1492,2570,2851,3187,2642,1585,0
512,784,758,1300,2662,2967,3237,2214,1217,0
