B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
247,432,675,1019,1321,1474,1797,1688,1205,0
126,152,202,297,369,375,476,328,260,2
492,679,833,1227,1545,1670,1942,1942,1410,0
703,1033,1434,1632,1837,1894,2003,2264,2019,0
6981,6912,7057,7770,7788,7572,7707,7114,6836,1
152,335,573,800,900,922,888,1100,843,0
0,132,466,743,901,891,1011,766,668,0
111,258,537,781,910,925,954,948,678,0
3891,4052,4656,5570,5408,5152,5206,1114,1170,3
258,467,657,954,1237,1260,1297,1353,1032,0
597,907,1223,1596,1998,2101,2279,2262,1886,0
345,590,643,1024,2233,2556,2868,2022,1382,0
283,450,347,776,2606,3380,3571,1510,786,0
1104,1310,1248,1638,3049,3672,3927,1960,1147,1
278,475,393,788,2060,2636,2988,1157,584,0
330,597,621,1104,2046,2362,2766,1459,877,0
914,1300,1946,2396,2881,3100,3637,4401,2718,0
861,1206,1681,1875,2012,2137,2334,2775,2201,0
846,1220,1702,1934,2183,2363,2557,2990,2387,0
250,302,327,368,431,458,469,392,262,2
912,1274,1736,1979,2261,2375,2575,3198,2598,0
1168,1622,2245,2559,2792,2880,3100,3776,3161,0
948,1412,1816,2247,2630,2704,2931,3352,2776,0
