B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
270,484,701,1052,1421,1545,1795,2239,1666,0
563,684,807,1172,1633,1767,2124,2178,1525,0
412,561,690,1024,1351,1451,1731,1994,1356,0
798,1121,1578,1823,2034,2093,2267,2527,2169,0
5199,4643,4419,4908,4791,4534,4497,2274,2340,1
274,532,685,1123,1658,1681,1811,1393,885,0
0,275,624,1129,1665,1671,1787,1225,922,0
265,540,750,1264,1792,1853,1895,1279,815,0
8281,7955,8704,9922,9560,8917,8824,903,1074,1
377,694,733,1315,2336,2442,2589,1781,1113,0
307,600,460,1065,2785,3210,3356,1733,941,0
230,431,337,765,2802,3711,3887,1313,706,0
211,381,279,636,2703,4004,4284,1218,582,0
322,475,355,669,2354,3505,4085,1046,470,0
212,418,309,746,2230,2953,3441,1207,575,0
280,482,584,933,1726,2100,2561,1441,819,0
797,1187,1683,2196,2626,2876,3340,4107,2704,0
877,1251,1651,2276,2785,3152,3551,4025,2630,0
855,1223,1719,2155,2652,2960,3363,4078,2703,0
718,1069,1384,1985,2571,2864,3089,3373,2140,0
730,1058,1413,1733,2249,2440,2572,3091,2257,0
794,1166,1523,1810,2075,2184,2345,2798,2330,0
597,948,1094,1576,2127,2231,2395,2295,1740,0
