B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
256,503,446,976,2270,2486,3006,2028,1214,0
264,372,450,704,1264,1329,1193,1043,555,0
414,559,710,1105,2049,2240,2024,1885,1178,0
445,741,1017,1214,2032,2202,2078,2022,1462,0
1246,1429,1536,1913,3065,3254,2953,2684,2075,0
192,474,681,987,1869,1981,1841,1397,891,0
0,137,464,883,1477,1484,1479,866,635,0
165,382,659,1008,1540,1580,1444,1146,688,0
7557,7368,8179,9412,9046,8500,8355,1030,1112,1
265,531,700,1120,1678,1709,1748,1569,993,0
267,503,587,871,1213,1214,1171,960,633,0
351,696,593,1145,3276,3778,3766,2063,1217,0
299,519,433,1048,2937,3672,3715,1928,1111,0
311,523,417,1006,2702,3473,3700,1844,1026,0
255,454,336,754,2558,3253,3456,1441,685,0
295,610,510,1003,2841,3506,3649,1652,835,0
875,1269,1668,1792,2741,3039,3345,3229,2061,0
774,1200,1498,1558,2516,2944,3105,2755,1812,0
699,1062,1328,1471,2472,2825,3148,2798,1715,0
315,367,359,362,534,616,613,390,223,2
733,1032,1357,1475,1987,2212,2430,2733,1874,0
744,1102,1474,1577,2028,2147,2346,2793,2063,0
701,1005,1304,1569,2124,2226,2432,2800,2059,0
