B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
752,1127,1340,1996,2469,2579,2983,3142,2779,0
7179,6504,6193,6530,6525,6045,6083,4788,3856,1
1183,1638,2006,2354,2828,2962,3221,3494,3039,0
770,1113,1483,1674,2063,2146,2318,2689,2387,0
834,1194,1560,1894,2296,2411,2643,2749,2445,0
270,556,588,1326,2320,2433,2911,2070,1534,0
5068,5110,5143,5837,6167,5582,5753,576,545,3
1360,1548,1891,2499,2902,2856,3024,2983,3224,0
8080,7781,8416,9001,8739,8112,8383,1450,1540,1
357,588,630,1352,2499,2557,2961,2163,1656,0
1056,1047,907,1647,2803,3034,3397,2472,1662,0
225,485,420,1014,2720,3269,3847,1855,1385,0
182,332,265,752,2665,3669,4129,1637,1032,0
253,364,277,601,2029,2887,3414,1202,713,0
243,443,374,802,2182,2824,3261,1581,945,0
326,526,666,1113,1813,2069,2335,1947,1339,0
737,1085,1591,1968,2382,2546,3035,3739,2787,0
1007,1414,1991,2100,2389,2546,2995,3451,2984,0
977,1378,1918,2010,2354,2524,2891,3290,2727,0
1067,1467,2034,2179,2476,2640,2940,3462,2912,0
1014,1405,1827,1977,2370,2534,2992,3342,2759,0
904,1252,1732,1851,2227,2373,2694,3096,2699,0
950,1274,1723,2088,2561,2667,2980,3365,2930,0
