B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
367,654,745,1180,1848,2057,2466,2369,1528,0
531,798,884,1347,2115,2308,2680,2908,1905,0
756,1048,1348,1579,1947,2032,2106,2320,1800,0
735,1176,1602,1757,2050,2119,2320,2647,2284,0
4202,4200,4204,4821,5005,4943,4932,4382,4014,1
358,656,850,1212,1628,1646,1906,1456,965,0
7463,7408,7861,8255,8185,7384,7833,466,537,3
321,565,779,1109,1556,1585,1760,1069,671,0
6718,6834,7605,8061,7909,7525,7884,1106,1207,1
333,578,741,1206,1683,1715,1951,1608,1147,0
574,953,1110,1689,2480,2659,2821,2599,1927,0
449,840,866,1521,2668,2886,3126,2394,1775,0
390,692,577,1168,2768,3256,3421,1854,1127,0
389,691,575,1194,2586,3023,3376,1811,987,0
375,640,492,1089,2375,2734,3040,1644,886,0
376,680,603,1190,2539,2959,3278,1891,1007,0
720,1095,1517,1710,2183,2356,2509,2699,2107,0
1168,1747,2300,2279,2746,2992,3207,3398,2597,0
824,1262,1723,1777,2341,2607,2901,2790,2078,0
850,1283,1751,1809,2125,2298,2526,2791,2149,0
679,1012,1414,1511,1921,2113,2398,2444,1779,0
881,1338,1796,1874,2159,2314,2542,2773,2264,0
652,973,1286,1460,1726,1825,1942,2279,1900,0
