B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
350,550,628,855,1692,1970,2391,1612,1013,0
1073,1140,1151,1611,2114,2248,2542,2397,1699,0
511,741,910,1406,1657,1797,1931,2500,1800,0
548,771,1056,1258,1395,1424,1560,2258,1986,0
10309,9462,9200,9629,9008,8579,8473,6850,5733,1
230,389,473,847,1170,1241,1269,1511,1175,0
5143,4899,5203,6111,6170,5597,5547,421,454,3
86,48,130,209,291,280,288,231,154,2
8039,7712,8339,9563,9256,8641,8654,4002,3831,1
2310,2341,2350,2618,3367,3370,3675,1050,673,1
421,685,490,1215,3099,3529,3804,2010,1218,0
223,464,336,801,2650,3346,3591,1448,787,0
138,308,189,588,2497,3571,3748,1293,663,0
261,426,303,658,2405,3495,3867,1287,630,0
2989,2740,2519,2931,3960,4292,4487,1837,1416,1
304,516,527,1023,2059,2507,2915,1433,791,0
764,1088,1560,1868,2236,2374,2739,3410,2551,0
4939,4790,4798,5295,5775,5814,6080,5628,4738,1
904,1284,1719,1944,2195,2350,2547,3434,2791,0
-999,-999,-999,-999,-999,-999,-999,-999,-999,1
725,961,1305,1477,1652,1791,1964,2652,2216,0
763,1036,1357,1561,1718,1819,1882,2639,2221,0
667,931,1230,1489,1640,1731,1826,2558,2238,0
