B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
229,429,377,871,2077,2545,2709,1620,884,0
296,517,517,1087,2548,2893,2955,1779,985,0
554,747,793,1352,2529,2841,2919,2070,1200,0
278,486,725,1230,2008,2249,2145,2206,1449,0
108,252,448,529,687,759,862,654,522,0
241,356,436,663,741,751,725,805,622,2
6676,6676,7126,7581,7494,6804,7060,798,870,3
448,647,961,1384,1620,1686,1844,1633,1290,0
8981,8771,9635,10626,10197,9507,9561,979,1163,1
356,663,873,1296,1748,1784,1910,1847,1451,0
434,700,766,1416,2169,2327,2503,2122,1541,0
209,462,369,1145,2707,3332,3777,1883,1329,0
286,479,389,1093,2738,3572,4306,1856,1158,0
374,553,464,1020,2596,3583,4105,1878,1068,0
219,423,297,774,2537,3448,3868,1498,713,0
235,437,306,826,2632,3476,3855,1551,757,0
1010,1399,2105,2245,2866,3179,3725,3678,2305,0
1255,1720,2241,2320,3111,3528,4025,3567,2188,0
886,1288,1783,1877,2660,2978,3406,3159,1945,0
708,1050,1453,1507,2245,2501,2494,2371,1559,0
796,1172,1575,1579,2228,2474,2578,2519,1761,0
733,1177,1363,1553,2509,2800,2905,2562,1729,0
558,903,823,1344,2661,2941,3178,2184,1349,0
