B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
552,948,1132,1404,2119,2286,2382,2251,1592,0
761,1191,1476,1729,2364,2448,2636,2748,2028,0
933,1256,1578,2176,2704,2877,2780,3452,2634,0
354,699,957,1238,1592,1719,1703,1982,1636,0
639,1005,1309,1720,2216,2359,2528,2783,2255,0
246,582,711,1238,2047,1972,2108,1944,1275,0
7055,6919,7559,8216,8249,7501,7913,1212,1277,1
272,688,802,1425,2239,2289,2518,1818,1183,0
10680,10453,11655,12000,12000,11639,11591,1328,1590,1
283,475,639,1080,1576,1671,1920,1827,1200,0
305,548,613,1139,2169,2452,2856,2029,1216,0
499,783,822,1267,2584,3028,3419,2189,1560,0
373,594,600,1016,2440,3390,3877,1867,1142,0
405,518,419,889,2722,3764,4246,1914,1015,0
231,427,309,695,2505,3333,3379,1592,762,0
265,494,497,874,2424,3102,3153,1818,1011,0
722,1036,1348,1756,3131,3952,4174,3381,2184,0
685,973,1070,1683,3062,3800,4281,3212,2037,0
831,1254,1634,1612,2840,3443,3470,3052,2093,0
392,555,633,958,1564,1828,1770,1590,1001,0
747,1112,1429,1536,2575,3146,3294,2788,1830,0
567,916,1059,1384,2449,2907,3031,2505,1721,0
507,869,831,1418,2441,2749,2723,2458,1697,0
