B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
462,785,965,1400,1861,1953,2331,2001,1533,0
5370,4694,4137,4429,4945,4777,4745,4079,3111,1
2494,3455,3958,5036,6111,6477,6894,5423,5701,1
458,753,1047,1224,1355,1393,1469,1643,1411,0
95,248,405,456,493,512,539,604,539,0
505,544,615,922,1077,1067,1074,1207,1007,0
6075,5923,6182,6952,6897,6186,6195,624,689,3
98,182,362,538,671,655,720,486,352,2
7925,7630,8351,9412,8994,8365,8167,774,949,1
348,599,794,1153,1483,1494,1630,1455,1086,0
482,776,852,1431,2063,2151,2225,1976,1477,0
322,659,415,1242,3415,4058,4302,2001,1197,0
318,527,350,1009,3095,4069,4653,1766,1029,0
675,815,632,1136,2866,3803,4156,1570,809,0
279,476,365,792,2301,2997,3252,1298,629,0
289,565,455,959,2460,3105,3441,1445,723,0
534,791,1046,1389,2029,2364,2746,2389,1406,0
986,1317,1770,1904,2596,2988,3388,3152,2008,0
579,861,1161,1282,1619,1806,1963,1792,1299,0
938,1411,1758,1771,2192,2373,2558,2493,1928,0
756,1144,1368,1611,2153,2329,2522,2420,1822,0
585,936,875,1285,2403,2693,2950,2103,1359,0
365,631,394,933,2580,3040,3285,1496,745,0
