B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
416,634,743,1105,1803,2012,2289,1896,1242,0
1387,1319,1483,1962,2529,2620,2974,2535,1790,0
394,489,646,915,1334,1439,1555,1804,1282,0
285,452,675,1000,1338,1495,1530,1977,1465,0
9991,8986,8604,8966,8326,7903,7876,5966,4706,1
280,413,588,1012,1186,1215,1248,1715,1432,0
2969,2782,2830,2842,2877,2664,2998,612,543,3
684,702,978,1389,1602,1672,1837,2131,1840,0
5698,5255,5703,6503,6291,5977,5950,4700,4422,1
753,849,1027,1548,1712,1623,1717,1349,1154,0
493,509,529,674,858,867,907,918,736,0
451,707,611,1185,2290,2488,2749,2003,1432,0
297,543,414,1089,2614,2977,3122,1866,1177,0
335,533,435,920,2142,2655,2910,1659,994,0
331,508,465,928,1962,2350,2587,1565,995,0
427,649,777,1245,1936,2139,2369,1933,1341,0
1015,1393,2020,2149,2751,2962,3495,3254,2152,0
1072,1352,1739,1879,2149,2293,2565,3271,2742,0
877,1105,1401,1427,1783,1939,2166,2440,1864,0
-999,-999,-999,-999,-999,-999,-999,-999,-999,1
814,1026,1322,1407,1708,1866,2116,2652,2207,0
907,1135,1481,1537,1904,2082,2245,2676,2200,0
837,1117,1385,1549,1842,1956,2174,2588,2210,0
