B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
470,946,662,1582,3203,3396,4047,2944,1779,0
604,862,1203,1600,1956,2129,2599,3855,2822,0
676,874,1216,1572,1823,2008,2368,4012,3075,0
741,1132,1497,1715,1947,2006,2173,2475,2141,0
1850,2061,2159,2549,2860,2882,3016,2636,2204,1
357,748,824,1387,2009,2080,2167,1794,1146,0
7491,7529,8312,9248,9247,8342,8603,1067,1180,1
319,601,729,1295,1990,2063,2264,1500,938,0
9346,9256,10100,11344,10961,10245,10155,933,1143,1
313,597,598,1164,2379,2506,2733,1769,1081,0
402,636,537,1088,2740,3178,3427,1741,951,0
231,363,307,754,2856,3906,4224,1393,713,0
232,350,228,567,2626,4046,4373,1163,514,0
288,408,266,579,2425,3799,4281,1144,481,0
255,407,292,647,2148,3017,3516,1156,537,0
259,487,466,936,2033,2517,3048,1489,812,0
1169,1667,2433,2708,3182,3386,4109,4355,2840,0
1625,1767,1842,2269,3352,3738,4136,3397,2284,1
1092,1561,2150,2348,3088,3414,4062,4328,2668,0
1286,1435,1595,1897,2577,2861,3156,2672,1881,0
830,1261,1663,1842,2141,2274,2452,2985,2311,0
1005,1523,1965,2217,2527,2661,2887,3347,2744,0
850,1369,1517,2086,2934,3033,3265,3039,2331,0
