B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
523,756,1109,1304,1414,1478,1604,2333,2030,0
1367,1181,1177,1454,1679,1727,1808,1810,1690,1
672,926,1290,1521,1683,1749,1903,2706,2375,0
622,881,1228,1491,1722,1794,1975,2672,2375,0
776,1118,1467,1757,1853,1906,2127,3027,2750,0
0,115,169,402,704,712,724,646,447,0
0,318,626,1205,1994,2012,2166,1753,1297,0
189,493,553,1213,2071,2138,2192,1485,963,0
317,543,668,1324,2323,2459,2637,2327,1690,0
364,621,621,1282,2568,2750,2971,2254,1437,0
210,491,358,929,2906,3446,3614,1870,1049,0
88,275,153,543,2850,4017,4263,1256,558,0
217,333,227,569,2808,4332,4693,1343,570,0
327,402,296,599,2467,3908,4327,1224,559,0
274,424,290,638,2453,3654,4095,1197,494,0
333,606,543,1103,2589,3276,3828,1406,662,0
730,1053,1556,1792,1967,2088,2371,3116,2550,0
420,507,671,725,772,853,913,998,772,2
343,456,613,750,905,993,1095,1150,812,0
962,1346,1903,2126,2325,2484,2830,3816,3048,0
874,1178,1673,1856,2040,2181,2428,3363,2758,0
951,1324,1860,2106,2267,2373,2654,3621,3017,0
740,1023,1438,1656,1804,1865,2072,2891,2522,0
