B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
159,364,208,752,2434,2905,3495,1532,719,0
288,526,499,928,2231,2582,3134,1705,911,0
456,636,721,1135,2427,2745,2809,2126,1188,0
388,751,763,1348,2599,2793,3569,2086,1266,0
1775,1931,1872,2338,3198,3357,3543,2502,1799,1
403,740,1257,1775,2359,2600,3677,3088,2041,0
1691,2001,2565,4761,4969,4717,4453,1460,1179,0
244,510,844,1375,1893,1980,2629,2140,1393,0
7782,7625,8300,8207,8048,7653,8271,1051,1084,1
348,623,787,1369,1931,1988,2327,1809,1289,0
368,649,687,1198,2233,2426,2870,2156,1343,0
213,534,255,1003,3132,3718,4321,1669,811,0
268,439,264,741,3161,4202,4694,1539,679,0
1032,923,611,1083,3059,4175,4646,1784,765,0
256,424,279,683,2660,3575,4152,1448,610,0
221,400,277,725,2519,3299,3700,1506,674,0
426,606,686,984,2190,2609,2901,1887,1042,0
662,798,984,1113,2232,2701,2638,2139,1189,0
10101,9572,9273,9900,10098,9777,9891,7473,5805,1
458,680,947,1093,2087,2490,2963,2259,1306,0
461,709,750,1079,2213,2663,2981,1913,1127,0
571,856,963,1236,2330,2749,3010,2033,1264,0
472,757,690,1136,2448,2805,3154,1838,1061,0
