B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
323,574,388,959,2692,3215,3722,1732,943,0
6341,5475,5015,5635,6186,5878,5861,3916,3195,1
379,593,620,1149,2158,2446,2647,1999,1244,0
330,572,687,1229,2154,2391,2443,2224,1510,0
10089,9251,8942,9445,8756,8311,8102,6222,4866,1
199,384,578,1079,1297,1458,1483,2137,1668,0
1476,1669,1951,2470,2713,2624,2750,1187,984,0
150,188,476,819,1009,1064,1035,1467,1004,0
5697,5372,5903,6862,6791,6370,6438,1055,1034,1
152,269,371,847,1153,1233,1184,1539,1239,0
624,714,813,1382,1845,2119,2143,2717,2058,0
320,624,518,1126,2460,2707,2739,2007,1316,0
224,393,301,830,2504,3265,3428,1671,947,0
383,476,404,795,2321,3132,3514,1599,838,0
297,455,423,784,2017,2549,2842,1510,874,0
320,489,594,938,1851,2166,2288,1706,1026,0
699,955,1285,1630,2496,2732,3074,3050,2003,0
5295,4957,5005,5830,6057,6036,6091,5378,4316,1
439,555,702,921,1415,1676,1603,1891,1337,0
-999,-999,-999,-999,-999,-999,-999,-999,-999,1
618,760,967,1193,1647,1902,1905,2315,1732,0
657,801,1044,1228,1721,1981,2055,2443,1865,0
582,740,942,1195,1799,1980,1872,2204,1673,0
