B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
197,462,267,927,2952,3514,3811,1683,791,0
289,583,440,1042,2285,2591,3004,1642,884,0
382,645,572,1080,2064,2361,2703,1827,1050,0
420,743,909,1277,2058,2262,2384,1879,1370,0
299,588,868,1110,1578,1707,1856,1412,1089,0
0,19,73,461,792,789,645,804,506,0
2275,1970,2108,2648,2732,2499,2453,456,465,3
0,0,0,171,337,342,382,287,174,0
5655,5152,5347,5919,5525,5124,5111,469,532,3
450,760,1043,1514,1894,1916,1947,2044,1492,0
162,234,234,358,494,496,510,343,221,0
237,547,312,1101,3253,3797,4076,2007,1075,0
230,382,266,729,2845,3832,4089,1377,654,0
311,429,293,671,2590,3929,4355,1190,521,0
232,413,298,702,2275,3213,3666,1200,524,0
258,445,407,938,2188,2889,3472,1722,906,0
840,1229,1726,1998,2806,3160,3585,3296,2044,0
940,1313,1755,2061,2621,2959,3353,3495,2263,0
806,1148,1571,1722,2523,2919,3254,3189,2039,0
924,1150,1441,1748,2429,2741,3042,3059,1844,0
696,958,1188,1497,2368,2704,2931,2880,1799,0
688,1031,1308,1551,1996,2176,2387,2735,1981,0
481,827,779,1280,2113,2298,2414,2061,1327,0
