B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
210,560,532,1446,2846,3168,3419,1461,734,0
299,504,620,1221,1861,2155,2495,1751,1076,0
1335,1735,1800,2353,3374,3660,3819,2988,2478,1
369,594,778,892,1077,1144,1220,1331,1035,0
5877,5608,5554,5906,5910,5723,5771,5257,4752,1
252,394,525,773,948,994,1026,1043,698,0
5370,5007,5187,5794,5785,5235,5262,354,396,3
955,1056,1296,1738,1931,1872,1899,896,619,0
5790,5622,6124,6891,6931,6471,6587,733,797,3
350,604,788,1165,1507,1512,1642,1386,966,0
586,908,997,1493,2127,2259,2451,2224,1588,0
445,768,709,1141,2634,3007,3241,1968,1260,0
222,445,269,805,3039,3965,4191,1613,813,0
2715,2411,2402,2970,4024,4425,4794,3380,2618,1
259,480,312,865,2684,3659,3805,1343,627,0
310,562,477,1104,2756,3436,3553,1521,762,0
543,734,1080,1373,1805,2083,2181,2336,1474,0
369,527,761,806,1056,1242,1339,1283,691,0
649,938,1281,1590,2170,2464,2728,2885,1906,0
863,1214,1620,1774,2030,2192,2382,2587,1958,0
819,1147,1526,1630,1993,2210,2420,2488,1877,0
825,1269,1443,1751,2418,2619,2863,2540,1827,0
570,903,859,1333,2452,2672,2802,1884,1133,0
