B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
422,694,654,1143,2141,2335,2797,2068,1356,0
499,623,790,1229,2083,2238,2346,2327,1590,0
390,555,733,1116,1805,1987,1958,2194,1516,0
591,868,1105,1530,2505,2686,2957,2626,1828,0
453,599,778,1069,1409,1524,1639,1363,1042,0
295,524,654,1107,1753,1925,2040,1591,1020,0
0,130,527,1012,1669,1718,1855,1345,968,0
169,430,620,1111,1714,1742,1969,1387,842,0
8116,7865,8517,9606,9179,8519,8539,988,1072,1
320,593,728,1126,1698,1763,1825,1698,1151,0
490,755,900,1265,1960,2072,2035,1972,1420,0
446,755,781,1257,2742,3117,3256,2135,1378,0
285,496,468,946,2503,3071,3191,1696,1017,0
339,546,418,954,2387,2975,3340,1761,1043,0
290,492,443,927,2222,2643,2878,1593,845,0
381,616,661,1099,2241,2663,2807,1879,1056,0
791,1124,1483,1654,2439,2649,2983,2799,1859,0
824,1164,1666,1738,2289,2512,2733,2829,1955,0
653,976,1201,1353,2197,2545,2690,2393,1557,0
763,1089,1430,1554,2161,2441,2517,2637,1792,0
731,992,1245,1390,2179,2446,2651,2453,1592,0
692,985,1227,1463,1988,2202,2442,2593,1807,0
691,933,1067,1431,2116,2237,2541,2478,1721,0
