B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
431,737,968,1248,1991,2263,2302,2371,1700,0
410,619,661,1116,2031,2307,2658,2108,1383,0
393,606,675,1096,1845,2083,2475,2036,1360,0
293,497,648,1122,1823,1922,2176,2133,1418,0
6439,6105,5890,6345,6150,5894,5720,5341,4516,1
340,372,328,587,906,982,973,812,606,2
3499,3143,3031,3592,3712,3403,3396,498,422,3
439,585,753,1332,2065,2109,2105,1795,1228,0
7655,7512,8155,9461,9154,8491,8313,926,1037,1
1173,1378,1493,2158,2785,2694,2863,1362,876,0
465,748,864,1419,2329,2455,2617,2454,1786,0
290,575,436,1101,2852,3242,3405,1918,1086,0
188,399,222,864,3238,4168,4788,1651,798,0
272,424,267,767,2691,3810,4377,1459,649,0
5942,5085,4871,5243,5665,5593,5739,3739,3444,1
304,513,438,1070,2685,3384,3957,2084,1197,0
447,741,995,1522,2587,2899,3226,2798,1775,0
891,1200,1527,1816,2781,3064,3291,2778,1829,0
311,395,460,643,1093,1271,1426,1084,702,0
515,470,376,487,663,728,764,622,362,2
497,753,933,1228,1859,2088,2391,2407,1658,0
519,763,1007,1445,1930,2092,2533,2957,2136,0
465,660,805,1325,1992,2153,2414,2633,1925,0
