B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
193,481,356,972,2173,2397,2888,1802,1011,0
290,516,536,1022,1885,2088,2446,1910,1145,0
391,583,602,1105,1884,2123,2481,2007,1203,0
693,1018,1286,1529,2012,2133,2403,2192,1634,0
5728,5148,4837,5312,5189,4885,4823,2270,2386,1
185,338,483,956,1368,1384,1654,1547,999,0
0,203,563,1061,1503,1524,1721,1003,756,0
114,253,413,817,1079,1176,1389,1006,617,0
7677,7359,8054,8713,8378,7851,8062,843,970,1
362,626,824,1333,1887,1933,2190,2203,1549,0
357,643,593,1221,2457,2742,2981,2097,1242,0
291,561,438,974,2663,3188,3519,1918,1078,0
225,386,275,758,2906,4001,4205,1418,668,0
4807,5150,5388,5645,6322,6439,6615,6013,4667,1
210,425,296,812,2586,3338,3744,1340,598,0
238,522,496,1015,2341,2785,3110,1487,752,0
724,1064,1380,1726,2576,2868,3262,3053,1953,0
2031,1951,1776,2159,3480,4021,4534,3029,1885,1
725,1083,1357,1635,2466,2760,3215,3101,1992,0
633,981,1222,1544,2380,2691,2916,2680,1600,0
664,988,1223,1404,2005,2305,2536,2312,1610,0
600,933,1145,1351,2035,2220,2476,2297,1557,0
480,755,797,1227,2055,2262,2495,2119,1345,0
