B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
493,858,1085,1430,1907,1971,2241,2442,1910,0
671,792,919,1116,1609,1750,2087,1496,1054,0
605,943,1148,1549,2183,2334,2599,2552,1937,0
514,849,1057,1404,2183,2311,2229,2282,1769,0
615,1006,1208,1695,2834,3049,3007,2684,2041,0
246,404,569,925,1317,1348,1363,1457,1192,0
0,174,414,893,1427,1477,1566,1113,813,0
196,364,518,865,1346,1382,1531,951,628,0
329,637,913,1382,1954,2006,2025,1747,1314,0
343,544,771,1162,1816,1903,1815,2027,1369,0
374,701,747,1298,2402,2735,2827,2344,1699,0
463,726,969,1182,2448,3063,3094,2165,1580,0
334,570,610,997,2566,3622,3558,1925,1292,0
262,410,286,759,2710,3871,4183,1529,746,0
240,405,268,674,2737,3904,4043,1344,552,0
262,478,382,824,3015,4021,4223,1473,645,0
767,1174,1500,1758,2697,2947,3136,3061,2198,0
6007,5836,6050,6393,6438,6313,6484,5448,4377,1
616,969,1329,1520,2457,2865,3137,2804,1911,0
252,334,392,467,826,1001,1023,631,339,2
718,965,1386,1453,2203,2545,2797,2867,2037,0
726,1026,1272,1509,2470,2796,3192,2955,2105,0
574,813,1040,1460,2336,2598,3018,2818,2039,0
