B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
349,580,792,1030,1262,1274,1238,1479,1161,0
1582,1749,1799,2445,3387,3548,3579,2992,2287,1
518,736,912,1342,1647,1746,1644,1819,1320,0
619,966,1283,1520,1797,1850,1912,2047,1789,0
3909,3700,3693,3864,3960,3916,4055,3326,2924,1
159,457,420,1057,1826,1847,1971,1372,909,0
0,105,267,782,1373,1368,1386,837,652,0
210,380,435,968,1730,1748,1839,972,590,0
6141,6100,6718,6915,6784,6353,6995,1072,1152,1
228,521,552,1267,2254,2373,2560,1754,1173,0
500,697,584,1265,2534,2809,2980,1972,1282,0
179,327,225,812,2671,3482,3820,1410,829,0
465,693,604,1152,2875,3699,4057,1889,1211,0
318,426,341,737,2357,3598,4057,1329,708,0
268,445,309,742,2251,3089,3457,1308,668,0
73,132,102,208,460,575,570,202,105,0
780,1122,1764,2058,2484,2727,3268,3656,2509,0
914,1265,1919,2143,2498,2755,3253,3613,2513,0
727,1112,1571,1770,2105,2309,2537,2836,2146,0
269,286,317,339,407,439,409,286,166,0
912,1305,1766,2016,2368,2549,2806,3195,2511,0
716,1046,1459,1665,1902,2031,2159,2574,2118,0
709,1095,1468,1700,2029,2089,2242,2534,2098,0
