B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
402,704,655,1184,2417,2593,2883,1792,1286,0
4539,4463,4844,6217,6892,6772,7071,4957,4646,1
526,635,835,1008,1092,1163,1298,2023,1687,0
426,552,798,974,992,1120,1223,2045,1743,0
8034,7262,7087,7463,7013,6604,6674,5275,4407,1
209,341,512,810,987,1039,1151,1707,1431,0
6014,5840,6179,7164,7066,6368,6213,559,587,3
418,484,678,1011,1266,1293,1426,1455,1267,0
8778,8281,8881,10007,9578,8909,9023,1532,1623,1
1225,1201,1342,1799,2552,2519,2456,1188,795,1
419,661,614,1167,2560,2781,2922,2057,1297,0
233,480,283,784,2738,3318,3425,1490,807,0
205,428,243,705,2860,3662,3800,1323,670,0
302,453,368,732,1974,2594,2947,1294,683,0
287,497,502,866,1539,1757,2047,1405,859,0
479,674,960,1228,1488,1532,1816,1906,1247,0
641,826,1126,1327,1415,1479,1701,2451,2055,0
831,1030,1350,1570,1696,1885,2314,3019,2421,0
643,852,1120,1319,1545,1623,1769,2632,2135,0
-999,-999,-999,-999,-999,-999,-999,-999,-999,1
703,848,1071,1273,1524,1675,1916,2557,2002,0
655,814,1110,1294,1493,1626,1729,2489,2029,0
659,865,1063,1312,1658,1747,1933,2413,1941,0
