B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
157,346,298,786,1949,2324,2594,1583,903,0
263,446,490,928,1884,2195,2571,1956,1204,0
380,561,661,1065,1822,2055,2352,1911,1263,0
737,1032,1467,1630,1888,1960,2056,2353,1953,0
4328,3997,3833,4159,4054,3882,3768,1924,1994,1
269,529,597,1135,1758,1817,1708,1499,977,0
0,158,433,916,1337,1413,1480,1037,818,0
174,415,552,1040,1559,1579,1763,1144,717,0
8067,7937,8549,8979,8507,7940,8230,987,1148,1
328,555,603,1134,1777,1877,2241,1662,1180,0
418,664,715,1290,2314,2593,2880,2112,1504,0
256,502,456,1149,2660,3350,3810,1997,1374,0
339,560,516,1177,2783,3707,4348,2030,1280,0
547,803,769,1437,2878,3829,4330,2628,1712,0
258,483,343,872,2459,3166,3735,1647,854,0
263,498,402,965,2747,3463,3816,1806,942,0
450,732,659,1143,2772,3370,3797,2112,1117,0
664,982,1205,1422,2807,3370,3559,2581,1483,0
637,1000,1286,1367,2752,3481,3881,2615,1443,0
604,852,1146,1212,2220,2784,2786,2056,1223,0
816,1144,1493,1481,2378,2925,3028,2579,1765,0
508,770,959,1083,1908,2277,2160,1957,1316,0
756,1074,1344,1388,2168,2483,2548,2223,1605,0
