B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
225,524,480,1015,1790,1966,2508,1823,1201,0
1925,1911,1792,2387,3497,3644,3869,3225,2466,1
12000,11051,10281,10900,10098,9371,9098,6019,4470,1
539,782,889,1343,2061,2228,2556,2155,1640,0
6994,6174,5920,6042,5814,5542,5524,4153,3172,1
164,357,494,1011,1600,1688,1743,1644,1087,0
2567,2655,2844,3179,3398,3175,3469,604,552,3
167,316,476,933,1468,1512,1679,1256,770,0
5595,5452,6043,6205,6231,5839,6424,1155,1161,1
324,493,655,1132,1562,1617,1824,1741,1282,0
393,640,698,1265,2035,2217,2360,2037,1415,0
415,721,681,1153,2327,2638,2936,1917,1301,0
237,422,306,788,2545,3219,3426,1430,773,0
314,502,417,869,2280,2930,3426,1478,815,0
314,533,475,965,2134,2582,2986,1574,899,0
358,631,662,1113,2072,2418,2742,1773,1067,0
1221,1394,1439,1802,2663,2997,3399,2290,1618,1
1058,1432,1885,2085,2533,2760,3123,3294,2560,0
765,1126,1382,1649,2361,2671,3000,2766,1981,0
923,1233,1674,1826,2364,2609,2875,3129,2324,0
739,1038,1237,1538,2216,2496,2803,2717,1918,0
640,926,1144,1355,1874,2097,2323,2400,1811,0
659,934,1145,1411,2006,2152,2468,2380,1779,0
