B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
226,413,279,702,2416,3222,3524,1576,774,0
171,346,272,604,1921,2542,2843,1243,600,0
720,870,783,1347,2706,3236,3548,2286,1382,0
961,1360,1628,2109,2549,2699,3064,3042,2424,0
2426,2732,2850,3506,3745,3753,3753,3586,2995,1
380,615,750,1270,1567,1650,1491,1533,1074,0
6455,6312,6711,7425,7305,6570,6459,342,386,3
306,560,832,1353,1689,1727,1795,1385,939,0
7198,7054,7777,8538,8331,7864,7781,1017,1162,1
391,598,751,1274,1749,1781,1902,1654,1176,0
577,904,946,1539,2416,2601,2757,2201,1531,0
218,481,309,1021,3079,3790,4075,1758,1012,0
226,377,196,734,3014,4365,4904,1540,775,0
493,624,516,793,2108,2978,3385,1160,639,0
271,431,353,789,2215,2962,3317,1311,658,0
249,463,482,986,2077,2602,3047,1571,889,0
888,1307,1978,2257,2710,2982,3513,4152,2686,0
458,531,623,676,921,1044,1183,958,571,0
1045,1390,1897,2037,2305,2502,2749,3088,2371,0
1105,1544,1949,2208,2658,2819,3136,3337,2484,0
843,1200,1434,1837,2579,2809,2947,2761,1921,0
679,1104,953,1773,3108,3353,3711,2504,1584,0
659,1041,952,1703,2700,2855,3162,2463,1785,0
