B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
183,476,333,745,2381,3004,3335,1532,759,0
236,479,412,860,2127,2503,2892,1521,783,0
375,562,544,1003,2031,2336,2712,1794,991,0
590,890,1200,1392,1674,1758,1937,2098,1654,0
1578,1679,1808,2198,2449,2501,2675,1941,1690,1
514,725,880,1437,1802,1865,2068,1947,1633,0
0,276,602,1002,1243,1284,1387,885,751,0
244,454,649,1037,1394,1432,1577,1142,767,0
8487,8287,9052,10175,9740,9234,9102,902,1101,1
384,679,870,1341,1873,1938,2101,1889,1395,0
224,357,271,534,920,936,1105,616,359,0
325,659,582,1295,2697,3213,3375,1978,1410,0
242,456,296,873,2456,3176,3551,1323,741,0
385,601,406,975,2735,3438,3844,1554,736,0
236,459,421,837,1915,2307,2598,1375,720,0
265,487,598,909,1806,2232,2504,1613,933,0
596,918,1233,1439,2402,2826,3020,2737,1668,0
646,935,1176,1439,2432,2832,3008,2675,1623,0
615,876,1088,1354,2296,2761,2980,2679,1631,0
1872,1697,1411,1754,3139,3620,3825,2605,1393,1
465,652,687,1091,2121,2494,2616,2243,1246,0
669,1013,1244,1405,2192,2425,2570,2366,1648,0
520,813,900,1309,2314,2560,2573,1975,1215,0
