B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
277,561,399,875,2595,3207,3566,1861,952,0
394,684,524,1052,2983,3676,4077,2138,1134,0
383,598,496,984,2455,2903,3219,1866,1020,0
354,611,578,1118,2308,2674,3120,2206,1309,0
9162,8502,8468,8956,8630,8225,8331,7394,6688,1
717,981,1299,1860,2534,2657,2973,2464,2075,0
4979,4930,5321,6224,6220,5743,5887,879,761,3
10645,10020,10555,12000,11893,11095,11159,8817,7317,1
8341,8004,8539,9661,9304,8616,8418,932,1085,1
620,778,948,1593,1677,1724,1560,1211,874,0
459,658,929,1230,1573,1675,1889,2654,2226,0
329,536,495,1065,2534,2934,3158,2207,1476,0
248,509,313,878,3288,4292,4644,1890,987,0
329,510,443,767,2284,3108,3454,1414,774,0
2234,2003,1952,2387,3183,3489,3573,1949,1546,1
351,565,609,913,1926,2425,2739,1648,916,0
583,806,1194,1498,1843,1983,2152,2529,1649,0
5990,5600,5460,5973,6143,6090,5953,5090,4033,1
725,983,1434,1716,2195,2443,2842,3393,2212,0
2903,3058,3181,3625,4146,4343,4487,3225,2668,1
611,856,1114,1450,1928,2155,2575,3180,2159,0
673,976,1289,1611,2045,2244,2763,3221,2331,0
684,928,1298,1550,1783,1889,2151,2819,2408,0
