B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
334,544,883,1162,1451,1619,1992,2262,1482,0
7895,7223,7006,7697,7714,7267,7157,6123,5132,1
1151,1527,2064,2426,2590,2700,2981,4324,3325,0
599,909,1302,1550,1870,1977,2239,2720,2081,0
744,1172,1598,1956,2189,2270,2488,3370,2641,0
816,1119,1387,2037,2755,2834,3077,2955,2516,0
0,311,663,1181,1653,1718,1996,1460,984,0
249,578,763,1311,1824,1862,2114,1424,834,0
172,539,738,1426,2097,2207,2444,2308,1654,0
402,650,772,1338,2154,2286,2490,2334,1508,0
288,614,588,1225,2581,2896,3128,2441,1522,0
182,409,283,756,2894,3739,4015,1748,892,0
257,428,285,751,3238,4630,4987,1747,805,0
256,404,270,605,2186,3132,3373,1125,499,0
269,481,392,834,2302,3040,3491,1288,576,0
354,596,696,1114,2021,2487,2933,1574,848,0
770,1153,1659,1906,2118,2259,2498,3441,2670,0
8963,8620,8604,8821,8730,8454,8933,7614,6592,1
498,819,1193,1358,1628,1818,2033,2692,2040,0
269,355,457,527,611,689,723,803,570,2
659,985,1384,1526,1745,1902,2088,2998,2328,0
707,1057,1458,1681,1866,1976,2161,3165,2507,0
685,1009,1417,1660,1852,1975,2143,3107,2503,0
