B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
293,472,682,944,1678,1910,2162,1749,1119,0
7321,6806,6806,7468,7618,7240,7483,6919,6132,1
445,544,732,988,1532,1693,1891,1771,1227,0
587,785,1073,1255,1649,1762,2169,1982,1422,0
684,895,1092,1397,1831,1962,2216,2151,1708,0
2784,2743,2955,3625,3981,3864,3897,3847,3547,1
0,154,472,902,1321,1344,1565,1050,790,0
159,222,414,564,855,885,1038,597,341,0
6259,6111,6672,6797,6546,6194,6619,840,893,3
516,695,954,1436,1848,1916,2088,1907,1361,0
445,723,750,1196,1753,1816,2008,1791,1261,0
564,852,840,1255,2476,2771,3024,2049,1370,0
415,550,503,899,2440,2956,3021,1590,895,0
505,665,618,924,2249,2809,3248,1578,861,0
402,615,401,837,2142,2663,2948,1350,668,0
424,579,688,1090,2173,2601,2986,1698,1006,0
496,685,824,1092,1742,1933,2195,1892,1147,0
565,866,1176,1515,2050,2338,2832,2849,1830,0
633,895,1167,1311,1928,2112,2419,2264,1567,0
765,1047,1407,1526,1929,2065,2430,2463,1770,0
706,919,1170,1297,1851,2072,2383,2245,1529,0
694,918,1178,1364,1900,2077,2338,2264,1615,0
663,881,1122,1315,1938,2077,2286,2213,1578,0
