B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
596,899,1183,1480,1842,1875,1997,2397,1889,0
12000,11203,10797,11418,10952,10035,9561,7484,6146,1
693,993,1242,1577,1931,1992,2150,2451,1866,0
818,1107,1334,1633,2176,2279,2433,2513,1953,0
665,949,1215,1421,1601,1691,1762,2201,1726,0
221,508,576,997,1283,1353,1458,1535,1071,0
6756,6529,6750,7620,7517,6748,6606,552,649,3
9,36,121,282,369,376,434,285,167,0
7879,7592,8141,9197,8871,8201,8090,1257,1412,1
294,527,646,1213,1751,1800,1784,1502,938,0
551,888,865,1549,2762,2904,3082,2381,1565,0
305,616,431,1115,2975,3417,3726,1823,1014,0
200,427,251,767,2702,3417,3652,1418,693,0
328,510,331,755,2467,3265,3561,1291,585,0
276,472,337,797,2227,2806,3133,1315,640,0
307,548,558,1087,1991,2295,2684,1661,944,0
752,1115,1740,1966,2527,2732,3316,3550,2305,0
746,1078,1474,1821,2227,2436,3013,3394,2182,0
849,1180,1601,1803,2228,2399,2685,3298,2290,0
835,1231,1612,1781,2252,2421,2808,3309,2265,0
867,1162,1559,1670,1961,2080,2348,2859,2185,0
968,1302,1730,1858,2230,2312,2559,3060,2363,0
826,1242,1377,1745,2557,2678,2839,2781,1975,0
