B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
265,545,412,840,2391,2911,3152,1705,851,0
3688,3466,3122,3397,3898,3824,4204,3506,2885,1
354,569,574,1000,1803,2040,2117,1765,994,0
273,456,738,1030,1588,1721,1929,2015,1224,0
8359,7545,7113,7493,7125,6818,6636,5444,4599,1
202,357,554,774,876,842,811,1421,1036,0
3385,3382,3585,3762,3903,3629,3799,740,657,3
263,380,624,823,969,1012,855,1378,927,0
8066,7309,7480,8175,7789,7196,7429,6124,5755,1
258,551,620,1096,1592,1637,1535,1637,1107,0
417,752,670,1315,2369,2548,2452,2299,1502,0
271,652,411,1040,3022,3473,3507,1701,905,0
176,380,218,685,2674,3427,3394,1336,639,0
275,459,261,684,2775,3680,3781,1273,549,0
332,560,376,859,2642,3334,3526,1261,601,0
287,528,545,961,1892,2250,2290,1349,739,0
822,1183,1662,2092,2609,2825,3132,3483,2245,0
1098,1079,947,1031,1457,1468,1619,1278,749,1
721,992,1296,1479,1899,2083,2074,2648,2056,0
700,1018,1344,1611,1917,2093,2131,2834,2126,0
775,1109,1356,1647,2251,2387,2363,2988,2247,0
556,980,842,1551,2948,3150,3371,2605,1612,0
395,796,469,1335,3470,3723,4045,2013,1013,0
