B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
250,474,415,878,2072,2361,2638,1717,989,0
299,511,560,984,1711,1884,2117,1819,1191,0
823,1129,1574,2026,2426,2622,3153,3306,2375,0
392,624,796,1004,1222,1238,1326,1275,1058,0
411,793,1161,1559,1943,2037,2090,2137,1771,0
121,287,455,800,1258,1260,1082,1093,705,0
6149,5971,6328,7206,7128,6479,6475,844,947,1
122,350,547,891,1268,1314,1199,974,635,0
8469,8095,8793,10006,9521,8913,8781,827,1037,1
332,540,721,1071,1501,1572,1544,1527,1073,0
400,636,765,1124,1713,1824,1696,1633,1085,0
484,789,881,1348,2383,2669,2633,2080,1548,0
232,366,286,679,2165,2884,2955,1224,622,0
285,323,241,405,1226,1747,1847,534,263,0
249,425,298,707,2410,3342,3895,1403,665,0
251,452,396,878,2338,2978,3496,1686,909,0
785,1152,1681,2007,2416,2626,3120,3369,2291,0
793,1108,1511,1789,2158,2389,2664,3094,2207,0
848,1212,1616,1786,2289,2516,2768,3353,2412,0
505,675,787,934,1379,1519,1611,1580,897,0
667,926,1147,1389,2095,2314,2409,2671,1769,0
682,1003,1240,1507,2111,2264,2150,2326,1753,0
569,923,909,1421,2434,2532,2502,2019,1335,0
